id,name,iata,icao,callsign,country,active
1947,Czech Government Flying Service,,CIE,CZECHIA,Czech Republic,false
1948,D & D Aviation,,DDA,DUSTY,United States,false
1949,D&K Aviation,,DNK,DIRECT JET,United States,false
1950,DAP Helicopteros,,DHE,HELIDAP,Chile,false
1951,DFS UK Limited,,VLF,VOLANTE,United Kingdom,false
1954,DAT Danish Air Transport,DX,DTR,DANISH,Denmark,true
1955,DAT Enterprise Limited,,ENT,DATENT,United Kingdom,false
1956,DERA Boscombe Down,,BDN,GAUNTLET,United Kingdom,false
1957,DESNA,,DSN,DESNA,Ukraine,false
1958,DETA Air,,DET,SAMAL,Kazakhstan,false
1959,DGO Jet,,DGO,DGO JET,Mexico,false
1960,DHL Aero Expreso,,DAE,YELLOW,Panama,false
1961,DHL Air,,DHK,WORLD EXPRESS,United Kingdom,false
1962,DHL Aviation,,DHV,WORLDSTAR,South Africa,false
1965,DSWA,,RSK,REDSKIN,United States,false
1966,Daallo Airlines,D3,DAO,DALO AIRLINES,Djibouti,true
1969,Daimler Chrysler Aviation,,DCS,TWIN STAR,Germany,false
1970,Daimler-Chrysler,,DCX,DAIMLER,United States,false
1971,Daka,,DKA,,Kazakhstan,false
1972,Dala Air Services,,DLR,DALA AIR,Nigeria,false
1974,Dallas Express Airlines,,DXP,DALLAS EXPRESS,United States,false
1976,Danbury Airways,,DSA,DANBURY AIRWAYS,United States,false
1977,Dancopter,,DOP,DANCOPTER,Denmark,false
1978,Danish Air Force,,DAF,DANISH AIRFORCE,Denmark,false
1979,Danish Army,,DAR,DANISH ARMY,Denmark,false
1980,Danish Navy,,DNY,DANISH NAVY,Denmark,false
1981,Danu Oro Transportas,,DNU,DANU,Lithuania,false
1982,Darta,,DRT,DARTA,France,false
1984,Dasab Airlines,,DSQ,DASAB AIR,Uganda,false
1985,Dash Air Charter,,DSH,DASH CHARTER,United States,false
1986,Dash Aviation,,GOB,PILGRIM,United Kingdom,false
1987,Dasnair,,DGX,DASNA,Switzerland,false
1988,Dassault Aviation,,DAB,,France,false
1989,Dassault Falcon Jet Corporation,,CVF,CLOVERLEAF,United States,false
1990,Dassault Falcon Service,,DSO,DASSAULT,France,false
1991,Data International,,DTN,DATA AIR,Sudan,false
1992,Date Transformation Corp,,XDT,,United States,false
1995,Dawn Air,,DWN,DAWN AIR,United States,false
1996,DayJet,,DJS,DAYJET,United States,false
1997,Daya Aviation,,DAY,DAYA,Sri Lanka,false
1998,De Havilland,,DHC,DEHAVILLAND,Canada,false
1999,Deadalos Flugtbetriebs,,IAY,IASON,Austria,false
2000,Decatur Aviation,,DAA,DECUR,United States,false
2001,Deccan Aviation,,DKN,DECCAN,India,false
2002,Deccan Aviation (Lanka),,DLK,DEKKANLANKA,Sri Lanka,false
2003,Deer Jet,,DER,DEER JET,China,false
2004,Deere and Company,,JDC,JOHN DEERE,United States,false
2005,Delaware Skyways,,DWR,DELAWARE,United States,false
2006,Delta Aerotaxi,,DEA,JET SERVICE,Italy,true
2007,Delta Air Charter,,SNO,SNOWBALL,Canada,false
2008,Delta Air Elite,,ELJ,ELITE JET,United States,false
2009,Delta Air Lines,DL,DAL,DELTA,United States,true
2010,Delta Engineering Aviation,,KMB,KEMBLEJET,United Kingdom,false
2011,Delta Express International,,DLI,DELTA EXPRESS,Ukraine,false
2012,Delta State University,,DSU,DELTA STATE,United States,false
2013,Denim Air,,DNM,DENIM,Netherlands,true
2014,Denver Express,,FEC,FALCON EXPRESS,United States,false
2015,Denver Jet,,DJT,DENVER JET,United States,false
2016,Departmento De Agricultura De La Generalitat De Cataluna,,FGC,FORESTALES,Spain,false
2017,Deraya Air Taxi,,DRY,DERAYA,Indonesia,false
2019,Desarrollo Milaz,,MIZ,MILAZ,Mexico,false
2020,Destiny Air Services,,DTY,DESTINY,Sierra Leone,false
2023,Deutsches Zentrum fur Luft-und Raumfahrt EV,,LFO,LUFO,Germany,false
2024,Di Air,,DIS,DI AIR,Serbia,false
2025,Diamond Aviation,,SPK,SPARKLE,United States,false
2026,Didier Rousset Buy,,DRB,DIDIER,Chile,false
2027,Digital Equipment Corporation,,DGT,DIGITAL,United States,false
2028,Dinar,D7,RDN,AERO DINAR,Argentina,false
2029,Diplomatic Freight Services,,DIP,DIPFREIGHT,United Kingdom,false
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,ENA,ENA,Spain,false
2031,Direct Air,,DIA,BLUE SKY,United States,false
2032,Direct Air trading as Midway Connection,,XAP,MID-TOWN,United States,false
2033,Direct Flight,,DCT,,United Kingdom,false
2034,Sky Express,,SXP,EXPRESS SKY,Poland,false
2035,Dirgantara Air Service,AW,DIR,DIRGANTARA,Indonesia,false
2036,Discover Air,,DCV,DISCOVER,United States,false
2037,Discovery Airways,DH,DVA,DISCOVERY AIRWAYS,United States,false
2038,Dispatch Services,,XDS,,United States,false
2039,Dix Aviation,,DIX,DIX FLIGHT,Germany,false
2040,Dixie Airways,,DEE,TACAIR,United States,false
2042,Dniproavia,,UDN,DNIEPRO,Ukraine,true
2043,Flying Dolphin Airlines,,FDN,FLYING DOLPHIN,United Arab Emirates,false
2044,Dolphin Express Airlines,,IXX,ISLAND EXPRESS,United States,false
2045,Dome Petroleum,,DPL,DOME,Canada,false
2046,Dominguez Toledo (Grupo Mayoral),,MYO,MAYORAL,Spain,false
2049,Don Avia,,DVB,DONSEBAI,Kazakhstan,false
2050,Donair Flying Club,,DON,DONAIR,United Kingdom,false
2052,Dorado Air,,DAD,DORADO AIR,Dominican Republic,false
2053,Dornier,,DOR,DORNIER,Germany,false
2054,Dornier Aviation Nigeria,,DAV,DANA AIR,Nigeria,false
2055,Dos Mundos,,DOM,DOS MUNDOS,Dominican Republic,false
2057,Dreamcatcher Airways,,DCA,DREAM CATCHER,United Kingdom,false
2058,Druk Air,KB,DRK,ROYAL BHUTAN,Bhutan,true
2059,Drummond Island Air,,DRE,MICHIGAN,United States,false
2060,Dubai Airwing,,DUB,DUBAI,United Arab Emirates,false
2061,Dubrovnik Air,,DBK,SEAGULL,Croatia,true
2062,Ducair,,DUK,LION KING,Luxembourg,false
2063,Duchess of Britany (Jersey) Limited,,DBJ,DUCHESS,United Kingdom,false
2064,UK Royal/HRH Duke of York,,LPD,LEOPARD,United Kingdom,false
2065,Dun'Air,,DUN,DUNAIR,Mauritania,false
2066,Duncan Aviation,,PHD,PANHANDLE,United States,false
2067,Dunyaya Bakis Hava Tasimaciligi,,VVF,WORLDFOCUS,Turkey,false
2068,Duo Airways,,DUO,FLY DUO,United Kingdom,false
2069,Durango Jet,,DJE,DURANGO JET,Mexico,false
2070,Dutch Antilles Express,,DNL,DUTCH ANTILLES,Netherlands Antilles,true
2071,Dutch Caribbean Express,,DCE,DUTCH CARIBBEAN,Netherlands Antilles,false
2072,Dutchbird,,DBR,DUTCHBIRD,Netherlands,false
2073,Dwyer Aircraft Services,,DFS,DWYAIR,United States,false
2074,Dynair Services,,XDY,,United States,false
2075,Dynamair Aviation,,DNR,DYNAMAIR,Canada,false
2076,Dynamic Air,,DYE,DYNAMIC,Netherlands,false
2078,E H Darby Aviation,,EHD,PLATINUM AIR,United States,false
2080,Electronic Data Systems,,1Y,,,false
2081,EAA Escola De Aviacao Aerocondor,,EAD,AERO-ESCOLA,Portugal,false
2082,Executive Airlines Services,,EXW,ECHOLINE,Nigeria,false
2083,EFAOS- Agencia De Viagens e Turismo,,EFS,EFAOS,Angola,false
2084,EFD Eisele Flugdienst,,EFD,EVER FLIGHT,Germany,false
2085,EFS-Flugservice,,FSD,FLUGSERVICE,Germany,false
2086,EIS Aircraft,,EIS,COOL,Germany,false
2087,EPAG Groupe Air France,,IAG,EPAG,France,false
2088,ESI Eliservizi Italiani,,ESI,ELISERVIZI,Italy,false
2089,EU Airways,,EUY,EUROAIRWAYS,Ireland,false
2091,EVA Air,BR,EVA,EVA,Taiwan,true
2092,Eagle Aero,,ICR,ICARUS FLIGHTS,United States,false
2093,Eagle Air,,EGR,EAGLE SIERRA,Sierra Leone,false
2094,Eagle Air,H7,,,Uganda,true
2095,Eagle Air Company,,EGX,THAI EAGLE,Thailand,false
2096,Eagle Air Iceland,,FEI,ARCTIC EAGLE,Iceland,false
2097,Eagle Aviation,,EGU,AFRICAN EAGLE,Uganda,false
2098,Eagle Aviation,,GYP,GYPSY,United Kingdom,false
2099,Eagle Aviation France,,EGN,FRENCH EAGLE,France,false
2100,Eagle International,,SEG,SEN-EAGLE,Senegal,false
2101,Eagle Jet Charter,,EGJ,EAGLE JET,United States,false
2102,Eaglemed (Ballard Aviation),,EMD,EAGLEMED,United States,false
2103,Earth Airlines Services,,ERX,EARTH AIR,Nigeria,false
2104,East African,QU,UGX,CRANE,Uganda,true
2105,East African Safari Air,S9,HSA,DUMA,Kenya,false
2106,East African Safari Air Express,,EXZ,TWIGA,Kenya,false
2107,East Asia Airlines,,EMU,,Macao,false
2108,East Coast Airways,,ECT,EASTWAY,South Africa,false
2109,East Coast Jets,,ECJ,EASTCOAST JET,United States,false
2110,East Hampton Aire,,EHA,AIRE HAMPTON,United States,false
2111,East Kansas City Aviation,,EKC,BLUE GOOSE,United States,false
2112,East Midlands Helicopters,,CTK,COSTOCK,United Kingdom,false
2113,East Star Airlines,,DXH,EAST STAR,China,false
2114,East-West Airlines,,EWA,EASTWEST,Australia,false
2115,Eastern Air,,EAZ,EASAIR,Zambia,false
2116,Eastern Air Executive,,EAX,EASTEX,United Kingdom,false
2117,Eastern Airways,T3,EZE,EASTFLIGHT,United Kingdom,true
2118,Eastern Australia Airlines,,EAQ,,Australia,false
2119,Eastern Carolina Aviation,,ECI,EASTERN CAROLINA,United States,false
2120,Eastern Executive Air Charter,,GNS,GENESIS,United Kingdom,false
2121,Eastern Express,,LIS,LARISA,Kazakhstan,false
2122,Eastern Metro Express,,EME,EMAIR,United States,false
2123,Eastern Pacific Aviation,,EPB,EAST PAC,Canada,false
2124,Eastern Sky Jets,,ESJ,EASTERN SKYJETS,United Arab Emirates,false
2127,Easy Link Aviation Services,,FYE,FLYME,Nigeria,false
2128,Eckles Aircraft,,CMN,CIMMARON AIRE,United States,false
2129,Eclipse Aviation,,EJT,ECLIPSE JET,United States,false
2130,Eco Air,,ECQ,SKYBRIDGE,Nigeria,false
2131,Ecoair,,DEI,,Algeria,false
2132,Ecomex Air Cargo,,ECX,AIR ECOMEX,Angola,false
2133,Ecotour,,ECD,ECOTOUR,Mexico,false
2134,Ecoturistica de Xcalak,,XCC,XCALAK,Mexico,false
2135,Ecuatoguineana De Aviacion (EGA),,ECV,EQUATOGUINEA,Equatorial Guinea,false
2136,Ecuatorial Cargo,,EQC,ECUA-CARGO,Equatorial Guinea,false
2137,Ecuavia,,ECU,ECUAVIA,Ecuador,true
2139,Edgartown Air,,SLO,SLOW,United States,false
2140,Edinburgh Air Charter,,EDC,SALTIRE,United Kingdom,false
2141,Edwards Jet Center of Montana,,EDJ,EDWARDS,United States,false
2142,Efata Papua Airlines,,EIJ,EFATA,Indonesia,false
2143,Egyptair,MS,MSR,EGYPTAIR,Egypt,true
2144,Egyptair Cargo,,MSX,EGYPTAIR CARGO,Egypt,false
2145,Egyptian Air Force,,EGY,,Egypt,false
2146,Egyptian Aviation,,EJX,,Egypt,false
2147,Egyptian Aviation Company,,EMA,,Egypt,false
2148,Ei Air Exports,,EIX,AIR EXPORTS,Ireland,false
2149,Eirjet,,EIR,EIRJET,Ireland,false
2150,El Al Israel Airlines,LY,ELY,ELAL,Israel,true
2151,El Caminante Taxi Aereo,,CMX,EL CAMINANTE,Mexico,false
2152,El Quilada International Aviation,,GLQ,QUILADA,Sudan,false
2153,El Sal Air,,ELS,EL SAL,El Salvador,false
2154,El Sol De America,,ESC,SOLAMERICA,Venezuela,false
2156,Elan Express,,ELX,ELAN,United States,false
2157,Elbe Air Transport,,LBR,MOTION,Germany,false
2158,Elbrus-Avia Air Enterprise,,NLK,ELAVIA,Russia,false
2159,Eldinder Aviation,,DND,DINDER,Sudan,false
2160,Elicar,,PDV,ELICAR,Italy,false
2161,Elidolomiti,,EDO,ELIDOLOMITI,Italy,false
2162,Elieuro,,ELB,ELILOBARDIA,Italy,false
2163,Elifriulia,,EFG,ELIFRIULIA,Italy,false
2164,Elilario Italia,,ELH,LARIO,Italy,false
2165,Elilombarda,,EOA,LOMBARDA,Italy,false
2166,Elimediterranea,,MEE,ELIMEDITERRANEA,Italy,false
2167,Elios,,VUL,ELIOS,Italy,false
2168,Elipiu',,IEP,ELIPIU,Italy,false
2169,Elisra Airlines,,RSA,ESRA,Sudan,false
2170,Elite Air,,EAI,ELAIR,Togo,false
2171,Elite Jets,,EJD,ELITE DUBAI,United Arab Emirates,false
2172,Elitellina,,FGS,ELITELLINA,Italy,false
2173,Elliott Aviation,,ELT,ELLIOT,United States,false
2174,Elmagal Aviation Services,,MGG,ELMAGAL,Sudan,false
2175,Elrom Aviation and Investments,,ELR,,Israel,false
2176,Embassy Airlines,,EAM,EMBASSY AIR,Nigeria,false
2177,Embassy Freight Company,,EFT,EMBASSY FREIGHT,United States,false
2178,Empresa Brasileira De Aeronautica,,EMB,EMBRAER,Brazil,false
2179,Embry-Riddle Aeronautical University,,XSL,SATSLAB,United States,false
2180,Emerald Airways,,JEM,GEMSTONE,United Kingdom,false
2181,Emery Worldwide Airlines,,EWW,EMERY,United States,false
2182,Emetebe,,EMT,EMETEBE,Ecuador,false
2183,Emirates,EK,UAE,EMIRATES,United Arab Emirates,true
2184,Emoyeni Air Charter,,SBC,SABIAN AIR,South Africa,false
2185,Empire Air Service,,EMP,EMPIRE,United States,false
2187,Empire Aviation Services,,MPR,,Nigeria,false
2188,Empire Test Pilots' School,,ETP,TESTER,United Kingdom,false
2190,Empresa Aero-Servicios Parrague,,PRG,ASPAR,Chile,false
2191,Empresa Aerocaribbean,,CRN,AEROCARIBBEAN,Cuba,false
2192,Empresa Aviacion Interamericana,,VNA,EBBA,Uruguay,false
2193,Empresa Ecuatoriana De Aviacion,EU,EEA,ECUATORIANA,Ecuador,true
2194,Empresa Nacional De Servicios Aereos,,CNI,SERAER,Cuba,false
2195,Empresa Venezolana,,VNE,VENEZOLANA,Venezuela,false
2196,Empresa de Aviacion Aerogaviota,,GTV,GAVIOTA,Cuba,false
2197,Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,,XLT,INFRAERO,Brazil,false
2198,Endecots,,ENC,ENDECOTS,Ecuador,false
2199,Enimex,,ENI,ENIMEX,Estonia,false
2201,Enrique Gleisner Vivanco,,EGV,GLEISNER,Chile,false
2202,Ensenada Vuelos Especiales,,ESE,ENSENADA ESPECIAL,Mexico,false
2203,Entergy Services,,ENS,ENTERGY SHUTTLE,United States,false
2207,Equatair Air Services (Zambia),,EQZ,ZAMBIA CARGO,Zambia,false
2208,Equatorial Airlines,,EQT,,Equatorial Guinea,false
2209,Era Helicopters,,ERH,ERAH,United States,false
2210,Eram Air,,IRY,ERAM AIR,Iran,false
2211,Erfoto,,ERF,ERFOTO,Portugal,false
2212,Erie Airways,,ERE,AIR ERIE,United States,false
2214,Escuela De Pilotos Are Aviacion,,CTV,ARE AVIACION,Spain,false
2216,Esso Resources Canada,,ERC,ESSO,Canada,false
2218,Estonian Air,OV,ELL,ESTONIAN,Estonia,true
2219,Estrellas Del Aire,,ETA,ESTRELLAS,Mexico,false
2220,Ethiopian Airlines,ET,ETH,ETHIOPIAN,Ethiopia,true
2221,Eti 2000,,MJM,ELCO ETI,Italy,false
2222,Etihad Airways,EY,ETD,ETIHAD,United Arab Emirates,true
2223,Etram Air Wing,,ETM,ETRAM,Angola,false
2224,Euraviation,,EVN,EURAVIATION,Italy,false
2225,Euro Continental AIE,,ECN,EURO CONTINENTAL,Spain,false
2226,Euro Exec Express,RZ,,,Sweden,true
2227,Euro Sun,,ESN,EURO SUN,Turkey,false
2228,Euro-Asia Air,,EAK,EAKAZ,Kazakhstan,false
2229,Euro-Asia Air International,,KZE,KAZEUR,Kazakhstan,false
2230,EuroAtlantic Airways,,MMZ,EUROATLANTIC,Portugal,false
2231,EuroJet Aviation,,GOJ,GOJET,United Kingdom,false
2232,Euroair,,EUP,EUROSTAR,Greece,false
2233,Euroamerican Air,,EUU,EUROAMERICAN,Uruguay,false
2234,Euroceltic Airways,,ECY,ECHELON,United Kingdom,false
2235,Eurocontrol,,EUC,,Belgium,false
2236,Eurocopter,,ECF,EUROCOPTER,France,false
2238,Eurofly,,EEZ,E-FLY,Italy,false
2240,Euroguineana de Aviacion,,EUG,EUROGUINEA,Equatorial Guinea,false
2241,Eurojet Italia,,ERJ,JET ITALIA,Italy,false
2242,Eurojet Limited,,JLN,JET LINE,Malta,false
2243,Eurojet Romania,,RDP,JET-ARROW,Romania,false
2244,Eurojet Servis,,EJS,EEJAY SERVICE,Czech Republic,false
2245,Eurolot,K2,ELO,EUROLOT,Poland,true
2247,Europe Air Lines,,GED,LANGUEDOC,France,false
2248,Europe Airpost,,FPO,FRENCH POST,France,false
2249,European 2000 Airlines,,EUT,FIESTA,Malta,false
2250,European Aeronautical Group UK,,EAG,,United Kingdom,false
2254,European Business Jets,,EBJ,,United Kingdom,false
2255,European Coastal Airlines,,ECB,COASTAL CLIPPER,Croatia,false
2256,European Executive,,ETV,EURO EXEC,United Kingdom,false
2257,European Executive Express,,EXC,ECHO EXPRESS,Sweden,false
2258,Eurosense,,EBG,EUROSENSE,Bulgaria,false
2259,Euroskylink,,ESX,CATFISH,United Kingdom,false
2260,Eurowings,EW,EWG,EUROWINGS,Germany,true
2262,Everts Air Alaska/Everts Air Cargo,,VTS,EVERTS,United States,false
2263,Examiner Training Agency,,EMN,AGENCY,United Kingdom,false
2264,Excel Airways,JN,XLA,EXPO,United Kingdom,true
2265,Excel Charter,,XEL,HELI EXCEL,United Kingdom,true
2266,Excellent Air,,GZA,EXCELLENT AIR,Germany,false
2268,Execujet Charter,,VCN,AVCON,Switzerland,false
2269,Execujet Middle East,,EJO,MIDJET,United Arab Emirates,false
2270,Execujet Scandinavia,,VMP,VAMPIRE,Denmark,false
2271,Executive Aerospace,,EAS,AEROSPACE,South Africa,false
2272,Executive Air,,LFL,LIFE FLIGHT,Zimbabwe,false
2273,Executive Air Charter,,EAC,EXECAIR,United States,false
2274,Executive Air Fleet,,XAF,,United States,false
2275,Executive Aircraft Charter and Charter Services,,ECS,ECHO,Ireland,false
2276,Executive Aircraft Services,,XAH,,United Kingdom,false
3789,Opal Air,,OPA,,Australia,false
2278,Executive Airlines,,EXU,SACAIR,Spain,false
2279,Executive Aviation Services,,JTR,JESTER,United Kingdom,false
2280,Executive Flight,,EXE,EXEC,United States,false
2281,Executive Flight Operations Ontario Government,,TRI,TRILLIUM,Canada,false
2282,Executive Jet Charter,,EXJ,,United Kingdom,false
2283,Executive Jet Management,,EJM,JET SPEED,United States,false
2284,Executive Turbine Aviation,,TEA,TRAVELMAX,South Africa,false
2285,Eximflight,,EXF,EXIMFLIGHT,Mexico,false
2286,Exin,,EXN,EXIN,Poland,false
2287,Expertos En Carga,,EXR,EXPERTOS ENCARGA,Mexico,false
2288,Expo Aviation,8D,EXV,EXPOAVIA,Sri Lanka,false
2289,Express Air,,FXA,EFFEX,United States,false
2291,Express Line Aircompany,,XPL,EXPRESSLINE,United States,false
2292,Express Net Airlines,,XNA,EXPRESSNET,United States,false
2293,Express One International,EO,LHN,LONGHORN,United States,true
2294,Express Tours,,XTO,EXPRESS TOURS,Canada,false
2296,Exxavia Limited,,JTM,SKYMAN,Ireland,false
2297,easyJet,U2,EZY,EASY,United Kingdom,true
2298,NetJets,,EJA,,United States,false
2299,F.S. Air Service,,EYE,SOCKEYE,United States,false
2300,FAI Airservice,,IFA,RED ANGLE,Germany,false
3790,Open Sky Aviation,,OSA,,Lebanon,false
2301,FINFO Flight Inspection Aircraft,,FLC,FLIGHT CHECK,United States,false
2302,FLM Aviation Mohrdieck,,FKI,KIEL AIR,Germany,false
2303,FLTPLAN,,DCM,DOT COM,United States,false
2304,FLowair Aviation,,FLW,QUICKFLOW,France,false
2305,FMG Verkehrsfliegerschule Flughafen Paderborn-Lippstadt,,FMG,HUSKY,Germany,false
2306,FR Aviation,,FRA,RUSHTON,United Kingdom,false
2307,FSB Flugservice & Development,,FSB,SEABIRD,Germany,false
2308,FSH Luftfahrtunternehmen,,LEJ,LEIPZIG FAIR,Germany,false
2310,Facts Air,,FCS,MEXFACTS,Mexico,false
2311,Fair Aviation,,FAV,FAIRAVIA,South Africa,false
2312,Fair Wind Air Charter,,FWD,FAIR WIND,United Arab Emirates,false
2313,Fairlines,,FLS,FAIRLINE,Netherlands,false
2314,Fairoaks Flight Centre,,FFC,FAIROAKS,United Kingdom,false
2315,Fairways Corporation,,FWY,FAIRWAYS,United States,false
2316,Falcon Air,,FCN,FALCON,Sweden,false
2317,Falcon Air,,FAR,FALCAIR,Slovenia,false
2318,Falcon Air Express,,FAO,PANTHER,United States,false
2319,Falcon Airline,,FAU,FALCON AIRLINE,Nigeria,false
2321,Falcon Aviation Services,,FVS,FALCON AVIATION,United Arab Emirates,false
2322,Falcon Jet Centre,,FJC,FALCONJET,United Kingdom,false
2323,Falwell Aviation,,FAW,FALWELL,United States,false
3837,PHH Aviation System,,XAS,,United States,false
2324,Far Eastern Air Transport,EF,EFA,Far Eastern,Taiwan,true
2325,Farmingdale State University,,FDL,FARMINGDALE STATE,United States,false
2326,Farnair Hungary,,FAH,BLUE STRIP,Hungary,false
2327,Farnair Netherlands,,FRN,FARNED,Netherlands,false
2328,Farnair Switzerland,,FAT,FARNER,Switzerland,false
2329,Farnas Aviation Services,,RAF,FARNAS,Sudan,false
2330,Faroecopter,,HBL,HELIBLUE,Denmark,false
2332,Farwest Airlines,,FRW,FARWEST,United States,false
2334,Fast Helicopters,,FHL,FINDON,United Kingdom,false
2335,Fayban Air Services,,FAY,FAYBAN AIR,Nigeria,false
2336,Fayetteville Flying Service and Scheduled Skyways System,,SKM,SKYTEM,United States,false
2337,Federal Air,,FDR,FEDAIR,South Africa,false
2338,Federal Airlines,,FLL,FEDERAL AIRLINES,Sweden,false
2339,Federal Armed Forces,,DCN,DIPLOMATIC CLEARANCE,Germany,false
2340,Federal Armored Service,,FRM,FEDARM,United States,false
2341,Federal Aviation Administration,,NHK,NIGHTHAWK,United States,false
2343,Feniks Airline,,FNK,AURIKA,Kazakhstan,false
2344,Feria Aviacion,,FER,FERIA,Spain,false
2347,Financial Airxpress,,FAK,FACTS,United States,false
2348,Fine Airlines,,FBF,FINE AIR,United States,false
2349,Finist'air,,FTR,FINISTAIR,France,false
2350,Finnair,AY,FIN,FINNAIR,Finland,true
2352,Finnish Air Force,,FNF,FINNFORCE,Finland,false
2353,Firefly,FY,FFM,FIREFLY,Malaysia,true
2354,First Air,7F,FAB,,Canada,true
2355,First Air Transport,,JRF,,Japan,false
2356,First Cambodia Airlines,,FCC,FIRST CAMBODIA,Cambodia,false
2358,First City Air,,MBL,FIRST CITY,United Kingdom,false
2359,First Flying Squadron,,GGA,JAWJA,United States,false
2360,First Line Air,,FIR,FIRSTLINE AIR,Sierra Leone,false
2361,First Sabre,,FTS,FIRST SABRE,Mexico,false
2363,Fischer Air Polska,,FFP,FLYING FISH,Poland,false
2364,Flagship Express Services,,FSX,FLAG,United States,false
2365,Flair Airlines,,FLE,FLAIR,Canada,false
2366,Flamenco Airways,,WAF,FLAMENCO,United States,false
2367,Flamingo Air,,FMR,FLAMINGO AIR,United States,false
2368,Flamingo Air-Line,,FLN,ILIAS,Kazakhstan,false
2369,Flash Airlines,,FSH,FLASH,Egypt,false
2370,Fleet Requirements Air Direction Unit,,BWY,BROADWAY,United Kingdom,false
2371,Fleetair,,FLR,FLEETAIR,South Africa,false
2372,Flexair,,FXY,FLEXY,Netherlands,false
2373,Flexflight,,FXT,,Denmark,false
2374,Flight Alaska,,TUD,TUNDRA,United States,false
2375,Flight Calibration Service,,FCK,NAV CHECKER,Germany,false
2376,Flight Centre Victoria,,FCV,NAVAIR,Canada,false
2377,Flight Corporation,,FCP,FLIGHTCORP,New Zealand,false
2378,Flight Dispatch Services,,FDP,,Poland,false
2379,Flight Express,,FLX,FLIGHT EXPRESS,United States,false
2380,Flight Inspection Center of the General Administration of Civil Aviation in China,,CFI,CHINA JET,China,false
2381,Flight Inspections and Systems,,LTS,SPECAIR,Russia,false
2382,Flight International,,IVJ,INVADER JACK,United States,false
2383,Flight Line,,MIT,MATCO,United States,false
2384,Flight Ops International,,FOI,,United States,false
2385,Flight Options,,OPT,OPTIONS,United States,false
2386,Flight Precision Limited,,CLB,CALIBRATOR,United Kingdom,false
2387,Flight Safety Limited,,FSL,FLIGHTSAFETY,United Kingdom,false
2388,Flight Support Sweden,,FSU,,Sweden,false
2389,Flight Trac,,CCK,CABLE CHECK,United States,false
2390,Flight Training Europe,,AYR,CYGNET,Spain,false
2391,Flight West Airlines,,FWQ,,Australia,false
2392,Flight-Ops International,,KLO,KLONDIKE,Canada,false
2393,Flightcraft,,CSK,CASCADE,United States,false
4764,Servant Air,8D,,,United States,false
2394,Flightexec,,FEX,FLIGHTEXEC,Canada,false
2395,Flightline,B5,FLT,FLIGHTLINE,United Kingdom,true
